time,P,G(i),H_sun,T2m,WS10m,Int
20191025:1110,99.34,134.7,27.07,15.62,4.41,0.0
20191025:1210,62.03,90.66,25.17,15.86,4.34,0.0
20191025:1310,194.82,243.91,20.83,15.64,4.07,0.0
20191025:1410,104.46,140.32,14.52,15.36,3.79,0.0
20191025:1510,53.06,82.4,6.75,14.98,2.69,0.0
20191025:1610,0.0,0.0,0.0,14.39,2.28,0.0
20191025:1710,0.0,0.0,0.0,13.79,2.21,0.0
20191025:1810,0.0,0.0,0.0,13.07,2.48,0.0
20191025:1910,0.0,0.0,0.0,11.96,2.62,0.0
20191025:2010,0.0,0.0,0.0,11.62,2.97,0.0
20191025:2110,0.0,0.0,0.0,11.54,3.24,0.0
20191025:2210,0.0,0.0,0.0,11.56,3.52,0.0
20191025:2310,0.0,0.0,0.0,11.62,3.59,0.0
20191026:0010,0.0,0.0,0.0,11.64,3.59,0.0
20191026:0110,0.0,0.0,0.0,11.59,3.59,0.0
20191026:0210,0.0,0.0,0.0,11.57,3.66,0.0
20191026:0310,0.0,0.0,0.0,11.53,3.52,0.0
20191026:0410,0.0,0.0,0.0,11.44,3.52,0.0
20191026:0510,0.0,0.0,0.0,11.33,3.66,0.0
20191026:0610,0.0,0.0,0.0,11.24,3.66,0.0
20191026:0710,187.83,231.96,9.85,11.02,3.79,0.0
20191026:0810,375.02,446.69,17.05,12.12,3.31,0.0
20191026:0910,609.1,734.37,22.59,13.63,3.86,0.0
20191026:1010,588.89,712.56,25.94,14.95,4.21,0.0
20191026:1110,611.48,744.56,26.72,15.9,4.28,0.0
20191026:1210,523.53,635.73,24.83,16.56,4.21,0.0
20191026:1310,505.82,615.18,20.5,16.94,4.14,0.0
20191026:1410,102.85,139.31,14.21,16.8,3.72,0.0
20191026:1510,35.11,59.1,6.46,16.03,3.66,0.0
20191026:1610,0.0,0.0,0.0,14.89,3.93,0.0
20191026:1710,0.0,0.0,0.0,14.23,4.21,0.0
20191026:1810,0.0,0.0,0.0,14.06,4.48,0.0
20191026:1910,0.0,0.0,0.0,13.73,4.55,0.0
20191026:2010,0.0,0.0,0.0,13.72,4.83,0.0
20191026:2110,0.0,0.0,0.0,13.76,4.97,0.0
20191026:2210,0.0,0.0,0.0,13.7,5.03,0.0
20191026:2310,0.0,0.0,0.0,13.64,4.97,0.0
20191027:0010,0.0,0.0,0.0,13.62,4.9,0.0
20191027:0110,0.0,0.0,0.0,13.65,4.69,0.0
20191027:0210,0.0,0.0,0.0,13.59,4.48,0.0
20191027:0310,0.0,0.0,0.0,13.56,4.41,0.0
20191027:0410,0.0,0.0,0.0,13.53,4.41,0.0
20191027:0510,0.0,0.0,0.0,13.36,4.48,0.0
20191027:0610,0.0,0.0,0.0,13.28,4.41,0.0
20191027:0710,4.84,15.41,9.57,13.37,4.62,0.0
20191027:0810,56.8,83.6,16.75,13.89,4.28,0.0
20191027:0910,40.15,63.46,22.27,14.02,3.59,0.0
20191027:1010,85.48,117.86,25.61,14.12,3.45,0.0
20191027:1110,50.6,76.16,26.38,13.56,3.17,0.0
20191027:1210,39.09,61.65,24.5,11.93,2.97,0.0
20191027:1310,58.21,84.32,20.18,10.42,2.41,0.0
20191027:1410,16.72,32.64,13.9,9.45,1.93,0.0
20191027:1510,50.49,77.49,6.17,8.72,1.93,0.0
20191027:1610,0.0,0.0,0.0,8.23,1.59,0.0
20191027:1710,0.0,0.0,0.0,8.07,1.45,0.0
20191027:1810,0.0,0.0,0.0,7.96,1.45,0.0
20191027:1910,0.0,0.0,0.0,7.53,1.52,0.0
20191027:2010,0.0,0.0,0.0,7.22,1.59,0.0
20191027:2110,0.0,0.0,0.0,6.44,1.72,0.0
20191027:2210,0.0,0.0,0.0,5.9,1.86,0.0
20191027:2310,0.0,0.0,0.0,5.67,1.93,0.0
20191028:0010,0.0,0.0,0.0,5.28,2.0,0.0
20191028:0110,0.0,0.0,0.0,4.72,2.0,0.0
20191028:0210,0.0,0.0,0.0,4.16,2.0,0.0
20191028:0310,0.0,0.0,0.0,3.68,2.07,0.0
20191028:0410,0.0,0.0,0.0,3.34,2.07,0.0
20191028:0510,0.0,0.0,0.0,3.09,2.07,0.0
20191028:0610,0.0,0.0,0.0,2.91,2.0,0.0
20191028:0710,241.64,285.89,9.29,3.48,1.66,0.0
20191028:0810,279.11,327.57,16.45,5.36,1.86,0.0
20191028:0910,405.29,472.92,21.95,6.77,2.55,0.0
20191028:1010,299.9,355.23,25.27,7.84,2.28,0.0
20191028:1110,199.09,243.28,26.04,8.67,2.07,0.0
20191028:1210,144.58,182.62,24.16,9.22,2.0,0.0
20191028:1310,138.51,175.51,19.86,9.3,2.0,0.0
20191028:1410,126.47,162.09,13.6,9.12,2.0,0.0
20191028:1510,69.4,101.59,5.88,8.8,1.93,0.0
20191028:1610,0.0,0.0,0.0,8.23,1.52,0.0
20191028:1710,0.0,0.0,0.0,7.65,1.17,0.0
20191028:1810,0.0,0.0,0.0,6.69,0.69,0.0
20191028:1910,0.0,0.0,0.0,6.14,0.76,0.0
20191028:2010,0.0,0.0,0.0,5.57,0.9,0.0
20191028:2110,0.0,0.0,0.0,5.21,0.97,0.0
20191028:2210,0.0,0.0,0.0,5.11,0.9,0.0
20191028:2310,0.0,0.0,0.0,5.05,0.9,0.0
20191029:0010,0.0,0.0,0.0,4.71,1.03,0.0
20191029:0110,0.0,0.0,0.0,4.57,1.03,0.0
20191029:0210,0.0,0.0,0.0,4.62,0.97,0.0
20191029:0310,0.0,0.0,0.0,4.43,0.9,0.0
20191029:0410,0.0,0.0,0.0,4.4,0.97,0.0
20191029:0510,0.0,0.0,0.0,4.44,0.97,0.0
20191029:0610,0.0,0.0,0.0,4.34,1.03,0.0
20191029:0710,73.31,99.51,9.01,4.7,1.31,0.0
20191029:0810,135.65,168.7,16.16,4.99,1.79,0.0
20191029:0910,170.48,207.53,21.63,5.41,2.41,0.0
20191029:1010,264.2,312.06,24.94,6.26,2.69,0.0
20191029:1110,186.54,227.08,25.71,6.96,2.69,0.0
20191029:1210,394.11,462.31,23.83,7.35,2.34,0.0
20191029:1310,256.14,305.07,19.55,7.65,2.28,0.0
20191029:1410,288.08,343.87,13.3,7.5,2.28,0.0
20191029:1510,29.7,50.51,5.6,7.24,2.28,0.0
20191029:1610,0.0,0.0,0.0,6.53,1.79,0.0
20191029:1710,0.0,0.0,0.0,5.92,1.72,0.0
20191029:1810,0.0,0.0,0.0,5.47,1.66,0.0
20191029:1910,0.0,0.0,0.0,4.72,1.79,0.0
20191029:2010,0.0,0.0,0.0,4.5,1.59,0.0
20191029:2110,0.0,0.0,0.0,4.46,1.45,0.0
20191029:2210,0.0,0.0,0.0,4.41,1.38,0.0
20191029:2310,0.0,0.0,0.0,4.0,1.45,0.0
20191030:0010,0.0,0.0,0.0,3.7,1.45,0.0
20191030:0110,0.0,0.0,0.0,3.29,1.45,0.0
20191030:0210,0.0,0.0,0.0,2.92,1.38,0.0
20191030:0310,0.0,0.0,0.0,2.49,1.38,0.0
20191030:0410,0.0,0.0,0.0,2.29,1.31,0.0
20191030:0510,0.0,0.0,0.0,2.01,1.31,0.0
20191030:0610,0.0,0.0,0.0,2.35,1.31,0.0
20191030:0710,55.5,78.51,8.73,2.72,1.52,0.0
20191030:0810,61.48,85.58,15.86,3.25,2.62,0.0
20191030:0910,72.12,97.92,21.32,3.6,2.55,0.0
20191030:1010,194.32,232.71,24.62,4.14,2.62,0.0
20191030:1110,563.38,656.94,25.38,4.98,2.55,0.0
20191030:1210,527.18,615.25,23.51,5.53,2.41,0.0
20191030:1310,383.31,446.23,19.24,5.95,2.55,0.0
20191030:1410,269.27,319.83,13.01,6.1,2.62,0.0
20191030:1510,80.02,114.35,5.33,5.8,2.48,0.0
20191030:1610,0.0,0.0,0.0,5.12,2.14,0.0
20191030:1710,0.0,0.0,0.0,4.06,2.07,0.0
20191030:1810,0.0,0.0,0.0,3.36,2.0,0.0
20191030:1910,0.0,0.0,0.0,2.72,2.14,0.0
20191030:2010,0.0,0.0,0.0,2.23,1.93,0.0
20191030:2110,0.0,0.0,0.0,1.75,1.72,0.0
20191030:2210,0.0,0.0,0.0,1.48,1.59,0.0
20191030:2310,0.0,0.0,0.0,1.0,1.45,0.0
20191031:0010,0.0,0.0,0.0,0.39,1.45,0.0
20191031:0110,0.0,0.0,0.0,-0.23,1.38,0.0
20191031:0210,0.0,0.0,0.0,-0.77,1.31,0.0
20191031:0310,0.0,0.0,0.0,-1.05,1.17,0.0
20191031:0410,0.0,0.0,0.0,-1.38,1.17,0.0
20191031:0510,0.0,0.0,0.0,-1.65,1.24,0.0
20191031:0610,0.0,0.0,0.0,-1.78,1.24,0.0
20191031:0710,156.7,187.6,8.46,-1.79,1.24,0.0
20191031:0810,379.32,435.7,15.57,0.84,0.97,0.0
20191031:0910,569.0,663.36,21.01,2.77,1.52,0.0
20191031:1010,701.69,836.24,24.29,4.14,1.72,0.0
20191031:1110,691.38,826.46,25.05,5.17,1.79,0.0
20191031:1210,659.57,785.12,23.19,5.74,1.93,0.0
20191031:1310,510.53,597.87,18.93,5.97,2.21,0.0
20191031:1410,285.61,338.86,12.72,5.76,2.07,0.0
20191031:1510,62.65,92.56,5.06,4.71,1.79,0.0
20191031:1610,0.0,0.0,0.0,3.3,1.86,0.0
20191031:1710,0.0,0.0,0.0,2.29,1.79,0.0
20191031:1810,0.0,0.0,0.0,1.53,1.79,0.0
20191031:1910,0.0,0.0,0.0,0.98,1.86,0.0
20191031:2010,0.0,0.0,0.0,0.56,1.86,0.0
20191031:2110,0.0,0.0,0.0,0.21,2.0,0.0
20191031:2210,0.0,0.0,0.0,-0.07,2.07,0.0
20191031:2310,0.0,0.0,0.0,-0.31,2.0,0.0
20191101:0010,0.0,0.0,0.0,-0.54,2.0,0.0
20191101:0110,0.0,0.0,0.0,-0.58,2.14,0.0
20191101:0210,0.0,0.0,0.0,-1.45,2.21,0.0
20191101:0310,0.0,0.0,0.0,-1.37,2.28,0.0
20191101:0410,0.0,0.0,0.0,-1.23,2.21,0.0
20191101:0510,0.0,0.0,0.0,-0.96,2.28,0.0
20191101:0610,0.0,0.0,0.0,-0.24,2.48,0.0
20191101:0710,117.08,145.37,8.19,0.11,2.9,0.0
20191101:0810,170.78,203.89,15.28,2.0,2.76,0.0
20191101:0910,124.91,156.25,20.7,4.03,3.38,0.0
20191101:1010,128.76,161.88,23.97,5.78,3.79,0.0
20191101:1110,139.06,173.84,24.73,6.54,3.59,0.0
20191101:1210,100.28,131.08,22.87,7.01,3.45,0.0
20191101:1310,75.73,103.11,18.63,6.79,3.17,0.0
20191101:1410,29.75,48.96,12.44,6.52,3.38,0.0
20191101:1510,3.44,12.69,4.79,6.52,3.45,0.0
20191101:1610,0.0,0.0,0.0,6.31,3.59,0.0
20191101:1710,0.0,0.0,0.0,6.46,3.72,0.0
20191101:1810,0.0,0.0,0.0,6.78,3.72,0.0
20191101:1910,0.0,0.0,0.0,6.43,3.86,0.0
20191101:2010,0.0,0.0,0.0,7.03,4.0,0.0
20191101:2110,0.0,0.0,0.0,7.36,4.28,0.0
20191101:2210,0.0,0.0,0.0,7.66,4.34,0.0
20191101:2310,0.0,0.0,0.0,8.06,4.28,0.0
20191102:0010,0.0,0.0,0.0,8.5,4.48,0.0
20191102:0110,0.0,0.0,0.0,9.2,4.69,0.0
20191102:0210,0.0,0.0,0.0,9.6,4.69,0.0
20191102:0310,0.0,0.0,0.0,9.74,4.55,0.0
20191102:0410,0.0,0.0,0.0,9.78,4.48,0.0
20191102:0510,0.0,0.0,0.0,10.14,4.48,0.0
20191102:0610,0.0,0.0,0.0,10.61,4.48,0.0
20191102:0710,8.36,20.85,7.91,10.59,4.62,0.0
20191102:0810,204.68,249.0,14.99,11.4,4.9,0.0
20191102:0910,76.5,106.15,20.4,12.12,5.17,0.0
20191102:1010,296.99,355.1,23.66,12.6,5.24,0.0
20191102:1110,427.11,505.06,24.41,13.19,6.0,0.0
20191102:1210,84.9,116.76,22.56,14.09,6.62,0.0
20191102:1310,47.55,72.53,18.34,14.23,5.79,0.0
20191102:1410,32.92,54.4,12.16,14.07,4.83,0.0
20191102:1510,29.44,52.16,4.53,13.69,4.62,0.0
20191102:1610,0.0,0.0,0.0,12.7,4.34,0.0
20191102:1710,0.0,0.0,0.0,11.83,3.86,0.0
20191102:1810,0.0,0.0,0.0,11.15,3.72,0.0
20191102:1910,0.0,0.0,0.0,11.85,3.38,0.0
20191102:2010,0.0,0.0,0.0,11.68,3.66,0.0
20191102:2110,0.0,0.0,0.0,11.59,3.72,0.0
20191102:2210,0.0,0.0,0.0,11.56,3.72,0.0
20191102:2310,0.0,0.0,0.0,11.55,3.66,0.0
20191103:0010,0.0,0.0,0.0,11.56,3.79,0.0
20191103:0110,0.0,0.0,0.0,11.58,4.21,0.0
20191103:0210,0.0,0.0,0.0,11.24,4.34,0.0
20191103:0310,0.0,0.0,0.0,11.03,4.07,0.0
20191103:0410,0.0,0.0,0.0,10.86,3.72,0.0
20191103:0510,0.0,0.0,0.0,10.72,3.72,0.0
20191103:0610,0.0,0.0,0.0,10.61,3.72,0.0
20191103:0710,60.31,86.37,7.64,10.2,3.24,0.0
20191103:0810,144.42,181.8,14.7,10.57,3.03,0.0
20191103:0910,57.94,84.32,20.09,11.47,2.76,0.0
20191103:1010,188.82,234.44,23.34,12.28,2.69,0.0
20191103:1110,190.12,236.73,24.09,12.96,2.69,0.0
20191103:1210,317.94,384.26,22.26,13.58,2.69,0.0
20191103:1310,327.43,396.12,18.04,13.83,2.55,0.0
20191103:1410,133.36,173.21,11.89,13.68,2.14,0.0
20191103:1510,21.66,41.31,4.27,12.83,2.0,0.0
20191103:1610,0.0,0.0,0.0,11.53,2.07,0.0
20191103:1710,0.0,0.0,0.0,10.78,1.93,0.0
20191103:1810,0.0,0.0,0.0,10.45,1.93,0.0
20191103:1910,0.0,0.0,0.0,9.54,1.93,0.0
20191103:2010,0.0,0.0,0.0,9.36,2.0,0.0
20191103:2110,0.0,0.0,0.0,9.54,2.48,0.0
20191103:2210,0.0,0.0,0.0,9.54,2.76,0.0
20191103:2310,0.0,0.0,0.0,9.71,2.48,0.0
20191104:0010,0.0,0.0,0.0,9.72,2.48,0.0
20191104:0110,0.0,0.0,0.0,9.62,3.03,0.0
20191104:0210,0.0,0.0,0.0,9.59,3.38,0.0
20191104:0310,0.0,0.0,0.0,9.3,3.38,0.0
20191104:0410,0.0,0.0,0.0,9.06,3.45,0.0
20191104:0510,0.0,0.0,0.0,8.98,3.59,0.0
20191104:0610,0.0,0.0,0.0,8.82,3.72,0.0
20191104:0710,170.54,210.81,7.37,8.96,3.66,0.0
20191104:0810,75.98,104.13,14.42,9.42,3.93,0.0
20191104:0910,107.25,140.09,19.79,9.82,4.0,0.0
20191104:1010,87.92,118.71,23.03,10.35,3.79,0.0
20191104:1110,400.51,472.83,23.78,11.07,4.14,0.0
20191104:1210,218.0,265.38,21.95,11.48,4.07,0.0
20191104:1310,53.43,78.88,17.76,11.52,3.93,0.0
20191104:1410,57.74,83.68,11.62,10.78,3.66,0.0
20191104:1510,21.26,40.44,4.02,9.83,3.17,0.0
20191104:1610,0.0,0.0,0.0,9.35,3.17,0.0
20191104:1710,0.0,0.0,0.0,8.92,3.59,0.0
20191104:1810,0.0,0.0,0.0,8.66,3.66,0.0
20191104:1910,0.0,0.0,0.0,9.11,3.79,0.0
20191104:2010,0.0,0.0,0.0,8.92,3.66,0.0
20191104:2110,0.0,0.0,0.0,8.4,3.31,0.0
20191104:2210,0.0,0.0,0.0,8.01,3.1,0.0
20191104:2310,0.0,0.0,0.0,7.74,3.03,0.0
20191105:0010,0.0,0.0,0.0,7.65,3.1,0.0
20191105:0110,0.0,0.0,0.0,7.98,3.38,0.0
20191105:0210,0.0,0.0,0.0,8.01,3.45,0.0
20191105:0310,0.0,0.0,0.0,8.03,3.45,0.0
20191105:0410,0.0,0.0,0.0,7.58,3.45,0.0
20191105:0510,0.0,0.0,0.0,7.35,3.45,0.0
20191105:0610,0.0,0.0,0.0,7.16,3.24,0.0
20191105:0710,12.94,27.2,7.11,7.21,3.1,0.0
20191105:0810,43.72,66.18,14.13,7.65,3.38,0.0
20191105:0910,67.54,94.29,19.5,8.2,4.28,0.0
20191105:1010,70.49,97.92,22.73,8.72,4.21,0.0
20191105:1110,74.95,103.36,23.48,9.34,3.86,0.0
20191105:1210,62.37,88.85,21.66,9.67,3.79,0.0
20191105:1310,49.32,73.44,17.48,9.7,3.52,0.0
20191105:1410,59.16,85.0,11.35,9.62,3.1,0.0
20191105:1510,17.83,35.47,3.77,9.18,2.55,0.0
20191105:1610,0.0,0.0,0.0,8.33,2.34,0.0
20191105:1710,0.0,0.0,0.0,7.61,2.14,0.0
20191105:1810,0.0,0.0,0.0,6.89,2.07,0.0
20191105:1910,0.0,0.0,0.0,6.7,2.21,0.0
20191105:2010,0.0,0.0,0.0,6.42,2.14,0.0
20191105:2110,0.0,0.0,0.0,6.11,2.07,0.0
20191105:2210,0.0,0.0,0.0,5.72,2.07,0.0
20191105:2310,0.0,0.0,0.0,5.33,2.07,0.0
20191106:0010,0.0,0.0,0.0,5.02,2.07,0.0
20191106:0110,0.0,0.0,0.0,4.59,2.14,0.0
20191106:0210,0.0,0.0,0.0,4.6,2.14,0.0
20191106:0310,0.0,0.0,0.0,4.4,2.14,0.0
20191106:0410,0.0,0.0,0.0,4.7,2.14,0.0
20191106:0510,0.0,0.0,0.0,4.49,2.21,0.0
20191106:0610,0.0,0.0,0.0,4.32,2.28,0.0
20191106:0710,91.68,119.93,6.84,4.37,2.28,0.0
20191106:0810,116.32,147.48,13.85,5.7,2.14,0.0
20191106:0910,255.78,302.5,19.2,7.2,2.97,0.0
20191106:1010,262.73,311.46,22.42,8.26,3.72,0.0
20191106:1110,263.26,313.21,23.17,8.91,3.66,0.0
20191106:1210,34.45,55.31,21.36,9.27,3.59,0.0
20191106:1310,63.39,89.8,17.2,9.11,3.31,0.0
20191106:1410,60.88,86.8,11.1,8.95,2.83,0.0
20191106:1510,12.79,28.11,3.53,8.5,2.41,0.0
20191106:1610,0.0,0.0,0.0,8.02,2.21,0.0
20191106:1710,0.0,0.0,0.0,7.79,2.21,0.0
20191106:1810,0.0,0.0,0.0,7.58,2.21,0.0
20191106:1910,0.0,0.0,0.0,7.21,2.21,0.0
20191106:2010,0.0,0.0,0.0,7.11,2.21,0.0
20191106:2110,0.0,0.0,0.0,7.0,2.21,0.0
20191106:2210,0.0,0.0,0.0,6.76,2.21,0.0
20191106:2310,0.0,0.0,0.0,6.6,2.14,0.0
20191107:0010,0.0,0.0,0.0,6.45,2.21,0.0
20191107:0110,0.0,0.0,0.0,5.92,2.28,0.0
20191107:0210,0.0,0.0,0.0,5.75,2.28,0.0
20191107:0310,0.0,0.0,0.0,5.65,2.34,0.0
20191107:0410,0.0,0.0,0.0,5.55,2.48,0.0
20191107:0510,0.0,0.0,0.0,5.53,2.48,0.0
20191107:0610,0.0,0.0,0.0,5.74,2.48,0.0
20191107:0710,176.87,215.9,6.58,5.99,2.55,0.0
20191107:0810,291.99,341.85,13.57,6.67,2.97,0.0
20191107:0910,161.99,199.04,18.91,7.65,3.86,0.0
20191107:1010,546.93,639.96,22.13,8.66,4.0,0.0
20191107:1110,405.94,475.83,22.88,9.56,4.07,0.0
20191107:1210,448.09,526.26,21.08,10.39,4.28,0.0
20191107:1310,149.38,187.55,16.93,10.7,4.0,0.0
20191107:1410,10.2,23.57,10.84,10.23,3.17,0.0
20191107:1510,21.0,40.48,3.3,9.53,3.24,0.0
20191107:1610,0.0,0.0,0.0,9.0,3.45,0.0
20191107:1710,0.0,0.0,0.0,8.78,3.66,0.0
20191107:1810,0.0,0.0,0.0,8.48,3.52,0.0
20191107:1910,0.0,0.0,0.0,8.01,3.66,0.0
20191107:2010,0.0,0.0,0.0,7.65,3.38,0.0
20191107:2110,0.0,0.0,0.0,7.24,2.97,0.0
20191107:2210,0.0,0.0,0.0,6.71,2.48,0.0
20191107:2310,0.0,0.0,0.0,6.17,1.79,0.0
20191108:0010,0.0,0.0,0.0,5.78,1.52,0.0
20191108:0110,0.0,0.0,0.0,5.5,1.45,0.0
20191108:0210,0.0,0.0,0.0,5.32,1.31,0.0
20191108:0310,0.0,0.0,0.0,5.14,1.03,0.0
20191108:0410,0.0,0.0,0.0,4.92,0.76,0.0
20191108:0510,0.0,0.0,0.0,5.0,0.55,0.0
20191108:0610,0.0,0.0,0.0,5.3,0.28,0.0
20191108:0710,10.51,23.57,6.32,4.7,0.55,0.0
20191108:0810,30.59,49.87,13.3,5.41,0.9,0.0
20191108:0910,81.31,109.44,18.62,6.22,1.52,0.0
20191108:1010,46.95,69.81,21.83,6.62,2.28,0.0
20191108:1110,55.32,79.78,22.58,7.15,3.03,0.0
20191108:1210,52.21,76.16,20.79,7.21,2.97,0.0
20191108:1310,36.31,57.12,16.66,6.97,2.76,0.0
20191108:1410,20.42,37.17,10.6,6.68,2.55,0.0
20191108:1510,12.57,27.77,3.07,6.4,2.55,0.0
20191108:1610,0.0,0.0,0.0,6.23,2.34,0.0
20191108:1710,0.0,0.0,0.0,6.13,2.07,0.0
20191108:1810,0.0,0.0,0.0,6.01,1.93,0.0
20191108:1910,0.0,0.0,0.0,5.64,1.86,0.0
20191108:2010,0.0,0.0,0.0,5.6,1.66,0.0
20191108:2110,0.0,0.0,0.0,5.55,1.66,0.0
20191108:2210,0.0,0.0,0.0,5.46,1.59,0.0
20191108:2310,0.0,0.0,0.0,5.37,1.59,0.0
20191109:0010,0.0,0.0,0.0,5.24,1.72,0.0
20191109:0110,0.0,0.0,0.0,5.05,1.86,0.0
20191109:0210,0.0,0.0,0.0,4.89,1.86,0.0
20191109:0310,0.0,0.0,0.0,4.73,1.86,0.0
20191109:0410,0.0,0.0,0.0,4.57,2.07,0.0
20191109:0510,0.0,0.0,0.0,4.34,2.34,0.0
20191109:0610,0.0,0.0,0.0,4.03,2.34,0.0
20191109:0710,78.94,105.06,6.06,2.95,2.34,0.0
20191109:0810,78.33,104.09,13.03,2.98,2.69,0.0
20191109:0910,97.91,126.22,18.34,3.45,3.38,0.0
20191109:1010,47.53,69.81,21.54,4.29,3.1,0.0
20191109:1110,141.07,175.09,22.3,5.3,3.1,0.0
20191109:1210,45.62,68.0,20.52,5.79,2.62,0.0
20191109:1310,252.6,298.34,16.4,6.32,2.76,0.0
20191109:1410,175.02,214.62,10.36,6.55,2.55,0.0
20191109:1510,11.12,25.81,2.84,6.18,1.86,0.0
20191109:1610,0.0,0.0,0.0,5.71,1.72,0.0
20191109:1710,0.0,0.0,0.0,5.28,1.72,0.0
20191109:1810,0.0,0.0,0.0,4.71,1.86,0.0
20191109:1910,0.0,0.0,0.0,3.69,2.0,0.0
20191109:2010,0.0,0.0,0.0,3.11,2.0,0.0
20191109:2110,0.0,0.0,0.0,2.69,2.0,0.0
20191109:2210,0.0,0.0,0.0,2.37,1.93,0.0
20191109:2310,0.0,0.0,0.0,1.55,1.86,0.0
20191110:0010,0.0,0.0,0.0,0.92,1.72,0.0
20191110:0110,0.0,0.0,0.0,0.22,1.52,0.0
20191110:0210,0.0,0.0,0.0,-0.46,1.45,0.0
20191110:0310,0.0,0.0,0.0,-0.97,1.45,0.0
20191110:0410,0.0,0.0,0.0,-1.4,1.45,0.0
20191110:0510,0.0,0.0,0.0,-1.65,1.45,0.0
20191110:0610,0.0,0.0,0.0,-1.84,1.45,0.0
20191110:0710,38.08,57.47,5.8,-0.82,1.17,0.0
20191110:0810,331.93,380.89,12.76,1.14,1.31,0.0
20191110:0910,381.88,440.97,18.06,2.76,1.24,0.0
20191110:1010,598.16,711.52,21.26,4.28,0.9,0.0
20191110:1110,524.33,625.23,22.01,5.73,0.62,0.0
20191110:1210,400.34,475.68,20.24,6.49,0.34,0.0
20191110:1310,246.54,295.88,16.15,6.73,0.28,0.0
20191110:1410,232.58,283.03,10.12,6.59,0.14,0.0
20191110:1510,6.18,17.9,2.62,6.17,0.41,0.0
20191110:1610,0.0,0.0,0.0,5.16,0.62,0.0
20191110:1710,0.0,0.0,0.0,4.99,0.55,0.0
20191110:1810,0.0,0.0,0.0,3.09,1.1,0.0
20191110:1910,0.0,0.0,0.0,1.14,1.66,0.0
20191110:2010,0.0,0.0,0.0,0.84,1.66,0.0
20191110:2110,0.0,0.0,0.0,0.53,1.66,0.0
20191110:2210,0.0,0.0,0.0,0.34,1.72,0.0
20191110:2310,0.0,0.0,0.0,-0.11,1.93,0.0
20191111:0010,0.0,0.0,0.0,-0.18,2.0,0.0
20191111:0110,0.0,0.0,0.0,-0.18,1.93,0.0
20191111:0210,0.0,0.0,0.0,-0.26,2.0,0.0
20191111:0310,0.0,0.0,0.0,-0.07,2.0,0.0
20191111:0410,0.0,0.0,0.0,-0.51,1.86,0.0
20191111:0510,0.0,0.0,0.0,-1.06,1.86,0.0
20191111:0610,0.0,0.0,0.0,-1.18,2.14,0.0
20191111:0710,68.02,91.56,5.55,-0.4,2.48,0.0
20191111:0810,134.17,163.42,12.49,0.96,3.17,0.0
20191111:0910,97.4,124.84,17.78,1.94,3.59,0.0
20191111:1010,74.13,99.73,20.97,2.7,3.59,0.0
20191111:1110,63.5,87.94,21.73,3.42,3.72,0.0
20191111:1210,151.86,185.47,19.98,4.15,3.79,0.0
20191111:1310,460.41,529.41,15.9,4.65,3.45,0.0
20191111:1410,0.0,0.0,0.0,4.74,3.03,0.0
20191111:1510,40.25,66.51,2.41,4.17,2.28,0.0
20191111:1610,0.0,0.0,0.0,3.16,2.34,0.0
20191111:1710,0.0,0.0,0.0,2.43,2.48,0.0
20191111:1810,0.0,0.0,0.0,2.05,2.69,0.0
20191111:1910,0.0,0.0,0.0,1.73,3.38,0.0
20191111:2010,0.0,0.0,0.0,1.91,3.66,0.0
20191111:2110,0.0,0.0,0.0,2.07,3.59,0.0
20191111:2210,0.0,0.0,0.0,2.15,3.38,0.0
20191111:2310,0.0,0.0,0.0,2.23,3.24,0.0
20191112:0010,0.0,0.0,0.0,2.23,3.24,0.0
20191112:0110,0.0,0.0,0.0,2.39,3.38,0.0
20191112:0210,0.0,0.0,0.0,2.5,3.52,0.0
20191112:0310,0.0,0.0,0.0,2.53,3.45,0.0
20191112:0410,0.0,0.0,0.0,2.49,3.24,0.0
20191112:0510,0.0,0.0,0.0,2.63,3.17,0.0
20191112:0610,0.0,0.0,0.0,2.88,3.17,0.0
20191112:0710,61.27,85.16,5.3,3.2,3.45,0.0
20191112:0810,93.33,120.64,12.23,3.75,4.34,0.0
20191112:0910,260.73,302.36,17.51,4.11,4.34,0.0
20191112:1010,328.24,377.11,20.7,5.04,5.31,0.0
20191112:1110,201.81,240.81,21.46,5.89,5.03,0.0
20191112:1210,291.55,339.48,19.71,6.33,4.62,0.0
20191112:1310,274.15,321.17,15.65,6.56,4.07,0.0
20191112:1410,251.48,300.04,9.66,6.51,3.45,0.0
20191112:1510,1.08,8.16,2.21,5.98,3.17,0.0
20191112:1610,0.0,0.0,0.0,5.3,2.83,0.0
20191112:1710,0.0,0.0,0.0,4.64,2.69,0.0
20191112:1810,0.0,0.0,0.0,4.4,2.76,0.0
20191112:1910,0.0,0.0,0.0,3.68,2.97,0.0
20191112:2010,0.0,0.0,0.0,3.68,2.9,0.0
20191112:2110,0.0,0.0,0.0,3.63,2.83,0.0
20191112:2210,0.0,0.0,0.0,3.53,2.48,0.0
20191112:2310,0.0,0.0,0.0,3.33,2.14,0.0
20191113:0010,0.0,0.0,0.0,3.17,1.93,0.0
20191113:0110,0.0,0.0,0.0,2.96,1.93,0.0
20191113:0210,0.0,0.0,0.0,2.78,2.0,0.0
20191113:0310,0.0,0.0,0.0,2.56,2.0,0.0
